EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,DOB,PerformanceScore
1721,Elliott,Odonnell,22-Sep-19,10-Nov-22,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,25-11-1998,Fully Meets
1722,Ronnie,Dillon,22-Feb-22,,Senior BI Developer,John Smith,ronnie.dillon@bilearner.com,30-01-1968,Fully Meets
1723,Gideon,Saunders,01-Jul-20,26-Jun-22,Sales Manager,Nicole Taylor,gideon.saunders@bilearner.com,07-04-1969,Fully Meets
1724,Valerie,Davis,13-May-21,11-Dec-21,CIO,Amanda Shaw MD,valerie.davis@bilearner.com,20-10-1957,Fully Meets
1725,Jamarcus,Thomas,30-May-21,,BI Developer,Nancy Cruz,jamarcus.thomas@bilearner.com,29-09-1947,Fully Meets
1726,Alden,Powers,04-Jul-19,,BI Developer,Elizabeth Walker,alden.powers@bilearner.com,21-01-1981,Fully Meets
1727,Haylie,Arnold,31-May-19,31-May-22,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,16-02-1996,Fully Meets
1728,James,Cockel,13-Mar-20,,Production Technician I,Yesenia Woodard,james.cockel@bilearner.com,11-01-1972,Fully Meets
1729,Donna,Brill,06-Jan-20,24-Dec-20,Production Technician I,Michelle Henson,donna.brill@bilearner.com,30-12-1946,Fully Meets
1730,Kristen,Squatrito,30-Apr-23,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,10-06-1976,Fully Meets
1731,Erasumus,Monkfish,11-Jul-21,08-Feb-22,Production Technician II,Mark Smith,erasumus.monkfish@bilearner.com,22-03-1947,Fully Meets
1732,May,Roberson,02-Jul-21,13-Dec-21,Production Technician II,Samantha Hancock,may.roberson@bilearner.com,13-04-1961,Fully Meets
1733,Shana,Maurice,23-Oct-19,03-Dec-20,Production Technician I,Joshua Ward,shana.maurice@bilearner.com,15-02-1950,Fully Meets
1734,Raul,Garcia,19-Jan-19,,Production Technician I,Anthony Martinez,raul.garcia@bilearner.com,22-06-1942,Fully Meets
1735,Rachael,Baczenski,08-Jan-21,14-Jan-23,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,08-04-1942,Fully Meets
1736,Enrico,Langton,29-Jan-19,08-Jul-22,Production Technician I,Jeffrey Thompson,enrico.langton@bilearner.com,25-08-1955,Fully Meets
1737,Colleen,Zima,27-Oct-18,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,26-02-1983,Fully Meets
1738,Phil,Close,30-May-23,05-Jul-23,Production Technician II,Tami Fuentes,phil.close@bilearner.com,17-11-1983,Fully Meets
1739,Hang T,Wolk,15-Jul-19,01-May-23,Production Technician II,Michael Farmer,hang t.wolk@bilearner.com,11-01-1982,Fully Meets
1740,Lei-Ming,Nguyen,17-Mar-20,02-Aug-21,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,03-04-1963,Fully Meets
1741,Denisa S,Dobrin,16-Sep-22,,Production Technician I,Katherine Costa,denisa s.dobrin@bilearner.com,11-01-1981,Fully Meets
1742,Maryellen,Jackson,04-Jan-21,,Production Technician I,Rebecca Bird,maryellen.jackson@bilearner.com,02-03-1971,Fully Meets
1743,David,Gordon,30-Nov-18,,Production Technician I,Sarah Mcdonald,david.gordon@bilearner.com,03-06-2001,Fully Meets
1744,Mei,Trang,24-Jul-22,,Production Technician I,Teresa Murray,mei.trang@bilearner.com,05-05-1947,Fully Meets
1745,Lindsey,Langford,05-Feb-22,,Production Technician II,Erin Castro,lindsey.langford@bilearner.com,26-09-1989,Fully Meets
1746,Brad,Pitt,23-Apr-20,07-Jan-22,Production Technician I,Joshua Gonzalez,brad.pitt@bilearner.com,06-04-1962,Fully Meets
1747,Susan,Good,23-Jun-23,10-Jul-23,Production Technician II,Mary Blackwell,susan.good@bilearner.com,02-08-1992,Fully Meets
1748,Ashley,Rose,13-Jan-22,05-Jul-22,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,09-01-1973,Fully Meets
1749,Kaeden,Gonzales,26-Nov-20,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,03-02-1964,Fully Meets
1750,Alissa,Frey,07-Dec-18,,Production Technician I,Chase Swanson,alissa.frey@bilearner.com,11-04-1977,Fully Meets
1751,Presley,Steele,19-Apr-23,,Production Technician I,Evan Durham,presley.steele@bilearner.com,29-05-2001,Fully Meets
1752,Boston,Avila,05-Mar-22,08-Apr-22,Production Technician I,Mario Johnson MD,boston.avila@bilearner.com,04-11-1982,Fully Meets
1753,Rodolfo,Michael,20-Jun-19,14-Oct-19,Production Technician I,Kimberly Williams,rodolfo.michael@bilearner.com,07-03-1943,Fully Meets
1754,Felix,Fritz,13-Sep-22,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,18-11-1991,Fully Meets
1755,Amira,Mcmillan,02-Jan-19,,Production Technician I,Duane Anderson,amira.mcmillan@bilearner.com,05-10-1994,Fully Meets
1756,Annabelle,Graham,06-Jun-22,,Production Technician I,David Cooper,annabelle.graham@bilearner.com,25-03-1961,Fully Meets
1757,Leia,Mccann,09-Jan-20,,Production Technician I,Rebecca Conway,leia.mccann@bilearner.com,01-02-1985,Fully Meets
1758,Henry,Gray,03-Jan-19,,Production Technician I,Melissa Chavez,henry.gray@bilearner.com,22-05-1958,Fully Meets
1759,Jose,Houston,23-Jan-21,23-Oct-22,Production Technician I,Patricia Newman,jose.houston@bilearner.com,11-12-1947,Fully Meets
1760,Janessa,Mcconnell,08-Feb-20,04-May-20,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,20-08-1993,Fully Meets
1761,Samson,Ellis,29-Oct-21,02-Aug-22,Production Technician I,Sara Golden,samson.ellis@bilearner.com,16-05-1961,Fully Meets
1762,Lauren,Kent,04-Jul-23,12-Jul-23,Production Technician I,Roger Reed,lauren.kent@bilearner.com,19-02-2001,Fully Meets
1763,Mckenzie,Mack,06-Apr-23,,Production Technician I,Debra Boyer,mckenzie.mack@bilearner.com,13-01-1950,Fully Meets
1764,Donavan,Chavez,17-Jan-23,,Production Technician I,Robert Rios,donavan.chavez@bilearner.com,02-01-1949,Fully Meets
1765,Haiden,Coffey,17-Oct-19,,Production Technician II,Kyle Bell,haiden.coffey@bilearner.com,07-09-1991,Fully Meets
1766,Kasey,Alexander,22-Jun-19,01-May-21,Production Technician I,Michelle Herrera,kasey.alexander@bilearner.com,15-07-1957,Fully Meets
1767,Kenneth,Peters,10-Feb-23,01-May-23,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,31-12-1995,Fully Meets
1768,Lucia,Hudson,13-Oct-22,02-May-23,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,26-02-1977,Fully Meets
1769,Rashad,Randall,07-Mar-23,27-Apr-23,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,29-04-1974,Fully Meets
1770,Hayley,York,12-Sep-18,,Production Technician I,John Ramirez,hayley.york@bilearner.com,05-03-1971,Fully Meets
1771,Salma,Shepard,27-Jun-20,,Production Technician I,David Reid,salma.shepard@bilearner.com,27-08-1950,Fully Meets
1772,Hallie,Thornton,28-Dec-18,28-Jan-22,Production Technician I,Jamie Holloway,hallie.thornton@bilearner.com,28-06-1954,Fully Meets
1773,Tiana,Bishop,20-Jan-21,08-Mar-23,Production Technician I,Mitchell Woods,tiana.bishop@bilearner.com,22-03-1942,Fully Meets
1774,Regina,Garcia,14-Sep-19,06-Feb-23,Production Technician I,Aaron Cochran,regina.garcia@bilearner.com,24-09-1989,Fully Meets
1775,Julie,Cochran,06-Oct-18,12-Dec-19,Production Technician I,Scott Smith,julie.cochran@bilearner.com,11-05-1997,Fully Meets
1776,Yamilet,Pierce,03-Aug-21,01-Nov-22,Production Technician I,Lucas Rodriguez,yamilet.pierce@bilearner.com,11-03-1955,Fully Meets
1777,Amare,Hartman,05-Jul-19,26-May-21,Production Technician I,Brian Rogers,amare.hartman@bilearner.com,25-04-1962,Fully Meets
1778,Cannon,Lee,25-Apr-19,,Production Technician I,Brandon Mcdonald,cannon.lee@bilearner.com,18-05-1949,Fully Meets
1779,Yael,Hodge,15-Jul-23,,Production Technician I,Christina Cohen,yael.hodge@bilearner.com,04-05-1961,Fully Meets
1780,Colton,Booker,10-Dec-22,11-Feb-23,Production Technician I,Jason Taylor,colton.booker@bilearner.com,11-07-1993,Fully Meets
1781,Abril,Cunningham,02-May-19,,Production Technician I,Angela Maxwell,abril.cunningham@bilearner.com,11-12-1983,Fully Meets
1782,Braxton,House,13-Jan-19,02-Jul-23,Production Technician II,Kenneth Dean,braxton.house@bilearner.com,08-10-1950,Fully Meets
1783,Destiney,Pearson,09-Jun-21,,Production Technician I,Julie Smith,destiney.pearson@bilearner.com,07-12-1981,Fully Meets
1784,Trystan,Ramos,02-Aug-23,02-Aug-23,Production Technician I,Mr. John Thomas,trystan.ramos@bilearner.com,30-03-1971,Fully Meets
1785,Miley,Gutierrez,17-Jun-23,,Production Technician I,Michael Mcgee PhD,miley.gutierrez@bilearner.com,17-01-1950,Fully Meets
1786,Tara,Hoover,31-Mar-22,14-Jun-22,Production Technician I,Daniel Banks,tara.hoover@bilearner.com,10-11-1979,Fully Meets
1787,Layla,Gutierrez,06-Apr-19,15-Aug-20,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,10-07-1956,Fully Meets
1788,Jakayla,Hall,11-Jul-20,,Production Technician I,Reginald Hernandez,jakayla.hall@bilearner.com,08-02-1976,Fully Meets
1789,Jayson,Ferguson,22-Apr-23,,Production Technician I,Danielle Smith,jayson.ferguson@bilearner.com,17-02-1963,Fully Meets
1790,Nick,Daniels,02-Dec-22,08-Apr-23,Production Technician I,Sara Smith,nick.daniels@bilearner.com,09-03-1956,Fully Meets
1791,Marvin,Abbott,06-Mar-21,26-Apr-23,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,02-08-1981,Fully Meets
1792,Sawyer,Oliver,21-May-19,,Production Technician I,Brittany Olson,sawyer.oliver@bilearner.com,02-04-1950,Fully Meets
1793,Linda,Barajas,23-Oct-18,02-Dec-22,Production Technician I,Victor Blair,linda.barajas@bilearner.com,22-05-1945,Fully Meets
1794,Chance,Blackwell,26-May-21,,Production Technician I,James Ashley,chance.blackwell@bilearner.com,13-08-1963,Fully Meets
1795,Antonio,Mccoy,01-Dec-19,08-Jun-20,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,04-04-1960,Fully Meets
1796,Emmett,Mercado,07-Jun-21,13-Dec-22,Production Technician I,Pamela Cruz,emmett.mercado@bilearner.com,26-06-1976,Fully Meets
1797,Clara,Wheeler,13-Oct-20,09-Nov-22,Production Technician I,Jennifer Harrington,clara.wheeler@bilearner.com,18-09-1987,Fully Meets
1798,Kieran,Morse,30-Oct-22,,Production Technician II,Kathryn Avila,kieran.morse@bilearner.com,07-12-1985,Fully Meets
1799,Aliyah,Schmitt,04-Sep-22,30-May-23,Production Technician II,Alexandra Clark,aliyah.schmitt@bilearner.com,19-02-1989,Fully Meets
1800,Kyan,Morrison,18-Oct-19,19-Apr-21,Production Technician I,Bethany Wilkerson,kyan.morrison@bilearner.com,05-04-1976,Fully Meets
1801,Rayan,Stephenson,25-Jul-21,23-Jan-23,Production Technician I,Brian Archer,rayan.stephenson@bilearner.com,06-08-1989,Fully Meets
1802,Gael,Jacobs,31-Mar-20,,Production Technician I,Kathleen Moon,gael.jacobs@bilearner.com,13-08-1982,Fully Meets
1803,Stephany,Neal,11-Nov-19,02-Aug-23,Production Technician I,William Cooper,stephany.neal@bilearner.com,11-05-1982,Fully Meets
1804,Trevon,Deleon,05-Dec-21,02-Mar-22,Production Technician I,Rebecca Pearson,trevon.deleon@bilearner.com,20-07-1957,Fully Meets
1805,Phoenix,Pitts,17-Dec-18,03-Sep-22,Production Technician I,Patricia Perry,phoenix.pitts@bilearner.com,03-02-1969,Fully Meets
1806,Nola,Gillespie,06-Mar-22,,Production Technician I,Angela Reese,nola.gillespie@bilearner.com,25-06-1951,Fully Meets
1807,Jeramiah,Schwartz,04-Sep-19,,Production Technician I,Christina Hayden,jeramiah.schwartz@bilearner.com,13-11-1979,Fully Meets
1808,Aaden,Mercer,26-Jul-23,,Production Technician I,Victoria Jacobs,aaden.mercer@bilearner.com,25-09-1983,Fully Meets
1809,Nathalia,Good,19-Dec-22,19-May-23,Production Technician I,John Jordan,nathalia.good@bilearner.com,24-11-1966,Fully Meets
1810,Zaria,Benton,17-Aug-21,,Production Technician I,Stephen Richardson,zaria.benton@bilearner.com,30-11-1994,Fully Meets
1811,Miley,Ortega,11-Jun-22,,Production Technician I,Catherine Baker,miley.ortega@bilearner.com,11-12-1977,Fully Meets
1812,Julia,Farmer,01-Oct-21,18-Jun-23,Production Technician I,William Hall III,julia.farmer@bilearner.com,29-04-1978,Fully Meets
1813,Valentin,Lam,04-Aug-20,,Production Technician I,James Meyer,valentin.lam@bilearner.com,12-01-1980,Fully Meets
1814,Darnell,Ritter,11-Feb-22,,Production Technician I,Daniel Thomas,darnell.ritter@bilearner.com,08-03-1980,Fully Meets
1815,Kierra,Lozano,22-Jun-20,,Production Technician I,Christopher Davis,kierra.lozano@bilearner.com,13-05-1961,Fully Meets
1816,Jamari,Dunn,28-Aug-20,,Production Technician II,Ronald Castro,jamari.dunn@bilearner.com,10-05-1951,Fully Meets
1817,Zoey,Page,06-May-19,09-Apr-22,Production Technician II,William Newman,zoey.page@bilearner.com,07-01-1987,Fully Meets
1818,Kendra,Velez,08-Jul-21,,Production Technician II,Kenneth Miller,kendra.velez@bilearner.com,07-01-1956,Fully Meets
1819,Alison,Fuller,02-Jul-22,,Production Technician I,Deborah Blackwell,alison.fuller@bilearner.com,24-10-1948,Fully Meets
1820,Toby,Cooley,04-May-23,,Production Technician I,Kenneth Elliott,toby.cooley@bilearner.com,01-02-1980,Fully Meets
1821,Emilie,Hood,19-Dec-22,,Production Technician I,Tricia Davies,emilie.hood@bilearner.com,19-07-1980,Fully Meets
1822,Cortez,Pena,26-Mar-22,,Production Technician I,Lisa Hernandez,cortez.pena@bilearner.com,24-12-1950,Fully Meets
1823,Abbigail,Blanchard,09-May-21,12-Nov-22,Production Technician I,Karen Pugh,abbigail.blanchard@bilearner.com,25-11-1960,Fully Meets
1824,Abby,Curtis,09-Jan-20,10-Mar-22,Production Technician I,Lori Mason,abby.curtis@bilearner.com,02-03-1960,Fully Meets
1825,Giana,Moore,16-May-21,14-May-23,Production Technician I,Stephen Neal,giana.moore@bilearner.com,05-12-1996,Fully Meets
1826,Giada,Santos,31-Jan-21,03-Jun-22,Production Technician I,Robert Sanchez,giada.santos@bilearner.com,17-11-1941,Exceeds
1827,Jessie,Church,19-Sep-21,14-Sep-22,Production Technician I,Glenda Williams,jessie.church@bilearner.com,21-05-1982,Needs Improvement
1828,Kaylah,Ramos,01-Mar-20,26-Mar-22,Production Technician I,Patrick Hall,kaylah.ramos@bilearner.com,09-04-1983,Exceeds
1829,Camille,Fritz,29-Feb-20,,Production Technician I,Joel Flynn,camille.fritz@bilearner.com,13-08-1987,Exceeds
1830,Deangelo,Murillo,08-Dec-18,,Production Technician I,Patrick Carpenter,deangelo.murillo@bilearner.com,26-11-1960,Needs Improvement
1831,Emerson,Gallagher,26-Jun-22,15-Jun-23,Production Technician I,Daniel Mathis,emerson.gallagher@bilearner.com,14-10-1970,Needs Improvement
1832,April,Bentley,03-Nov-19,,Production Technician I,Bradley Randall,april.bentley@bilearner.com,01-06-1956,Needs Improvement
1833,Ainsley,Booth,01-Jan-23,,Production Technician I,Anita Chapman,ainsley.booth@bilearner.com,31-12-1983,Needs Improvement
1834,Dereon,Huffman,31-Jul-20,05-Apr-21,Production Technician II,Joseph Diaz,dereon.huffman@bilearner.com,13-09-1978,Needs Improvement
1835,Colin,Cherry,10-Sep-21,19-Jul-22,Production Technician II,Danielle Reyes,colin.cherry@bilearner.com,25-11-1982,Needs Improvement
1836,Karla,Hines,19-Jun-19,,Production Technician II,Daniel Hardy,karla.hines@bilearner.com,14-01-1971,Needs Improvement
1837,Colton,Decker,16-Aug-21,,Production Technician II,Michael Graves,colton.decker@bilearner.com,17-06-1975,Needs Improvement
1838,Jayleen,Tran,08-Jul-19,,Production Technician I,Elizabeth Kaufman,jayleen.tran@bilearner.com,16-09-1958,Exceeds
1839,Aydin,Perry,17-Aug-21,31-Aug-22,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,29-03-1968,Exceeds
1840,Jenna,Casey,08-Jan-21,,Production Technician I,Misty Brown,jenna.casey@bilearner.com,07-08-1969,Exceeds
1841,Remington,Bullock,14-Aug-18,,Production Technician I,Brian Paul,remington.bullock@bilearner.com,19-10-1958,Exceeds
1842,Delaney,Stewart,30-Jul-21,,Production Technician I,Ricardo Harris,delaney.stewart@bilearner.com,10-05-1998,Exceeds
1843,Saige,Jones,08-Apr-23,,Production Technician I,Samantha French,saige.jones@bilearner.com,12-01-1963,Needs Improvement
1844,Camryn,Fritz,11-Sep-19,,Production Technician I,Nicole Vasquez,camryn.fritz@bilearner.com,23-11-1964,Exceeds
1845,Amanda,Lambert,05-Mar-20,22-Aug-21,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,23-12-1941,Needs Improvement
1846,Winston,Callahan,02-Dec-19,,Production Technician I,Sarah Delacruz,winston.callahan@bilearner.com,24-11-1946,Needs Improvement
1847,Maverick,Lang,03-Dec-22,24-Dec-22,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,16-10-2000,Needs Improvement
1848,Harold,Reid,23-Dec-21,,Production Technician I,Lisa Reed,harold.reid@bilearner.com,17-10-2000,PIP
1849,Cindy,York,28-Jan-22,,Production Technician I,Mary Conley,cindy.york@bilearner.com,28-05-1960,PIP
1850,Breanna,Cardenas,15-Dec-19,25-Jun-21,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,23-10-1996,PIP
1851,Tripp,Blake,11-Nov-21,01-Aug-22,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,29-10-1967,PIP
1852,Elaine,Moon,15-Feb-19,28-Jul-23,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,18-10-1981,PIP
1853,Jaime,Morrow,31-Mar-22,,Production Technician II,Tara Fields,jaime.morrow@bilearner.com,24-12-1957,PIP
1854,Leslie,Potts,25-Oct-20,18-Apr-22,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,29-08-1962,PIP
1855,Keith,Haas,25-Jul-22,26-Apr-23,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,19-05-1947,Exceeds
1856,Matteo,Oneal,02-Aug-21,,Production Technician II,Nancy Valdez,matteo.oneal@bilearner.com,19-09-1972,Exceeds
1857,Erik,Graham,13-Nov-21,17-Mar-23,Production Technician II,David Garcia,erik.graham@bilearner.com,04-06-1956,Exceeds
1858,Lailah,Haney,07-May-19,27-Nov-19,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,20-02-1988,Exceeds
1859,Mohamed,Gay,31-Dec-20,04-Mar-21,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,14-12-1982,Exceeds
1860,Frankie,Banks,10-Dec-19,07-Mar-20,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,09-06-2000,Exceeds
1861,Lorelei,Glass,11-Jun-20,,Production Technician I,Ana Harding,lorelei.glass@bilearner.com,11-11-1951,Exceeds
1862,Marie,Moyer,30-Aug-21,,Production Technician I,Thomas Davis,marie.moyer@bilearner.com,25-03-1985,Exceeds
1863,Amari,Bowen,04-Nov-19,29-Dec-21,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,18-09-1987,Exceeds
1864,Prince,Dickerson,03-Jun-23,18-Jul-23,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,26-05-1972,Exceeds
1865,Lane,Church,14-Feb-21,,Production Technician I,Jamie Anderson,lane.church@bilearner.com,24-05-1969,Exceeds
1866,Cassie,Nolan,28-Feb-23,,Production Technician I,Kathleen Boyle,cassie.nolan@bilearner.com,22-05-1980,Exceeds
1867,Mauricio,Buchanan,09-Jan-21,17-Aug-21,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,01-11-1942,Needs Improvement
1868,Briana,Wang,22-Mar-22,15-May-23,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,28-11-2000,Needs Improvement
1869,Salma,Blackwell,11-Nov-19,,Production Technician I,Robert Adams,salma.blackwell@bilearner.com,25-01-1982,Exceeds
1870,Shelby,Frazier,04-Oct-22,,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,31-03-1992,Fully Meets
1871,Lindsay,Becker,23-Aug-21,,Production Technician I,Andrew Calderon,lindsay.becker@bilearner.com,09-08-1996,Fully Meets
1872,Reyna,Good,05-Dec-22,18-Jun-23,Production Technician I,Andrew Ball,reyna.good@bilearner.com,21-12-1972,Fully Meets
1873,Nathalie,Rivera,20-Jul-19,28-Aug-19,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,23-01-1960,Fully Meets
1874,Saniyah,Schroeder,05-Nov-21,,Production Technician II,Brenda Thompson,saniyah.schroeder@bilearner.com,08-12-1960,Fully Meets
1875,Taylor,Mann,04-Jan-21,04-Mar-23,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,01-08-1953,Fully Meets
1876,Rylee,Stevenson,14-Oct-22,02-Mar-23,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,21-10-1943,Fully Meets
1877,Waylon,Pennington,30-Oct-21,,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,17-05-1961,Fully Meets
1878,Kobe,Crosby,02-Oct-22,28-Jun-23,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,17-06-2001,Fully Meets
1879,Carmen,Davidson,25-Nov-18,14-Jun-20,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,30-10-1965,Fully Meets
1880,Sidney,Moran,09-Jul-21,28-Jan-23,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,07-01-1966,Fully Meets
1881,Alena,Bonilla,01-May-19,,Production Technician I,Thomas Lee,alena.bonilla@bilearner.com,14-10-2000,Fully Meets
1882,Baron,Luna,09-Nov-21,13-Jan-23,Production Technician I,Christina Burgess,baron.luna@bilearner.com,06-02-1945,Fully Meets
1883,Giselle,Butler,27-Aug-18,23-Mar-19,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,03-07-1967,Fully Meets
1884,Sophie,Horne,16-Mar-19,,Production Technician I,Alicia Gonzalez,sophie.horne@bilearner.com,24-07-2000,Fully Meets
1885,Jabari,Guerrero,07-Jan-22,,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,23-05-1984,Fully Meets
1886,Ahmed,Montgomery,04-Oct-22,05-Mar-23,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,06-12-1984,Fully Meets
1887,Esther,Spears,23-Mar-22,,Production Technician I,Ashley Clark,esther.spears@bilearner.com,13-09-1997,Fully Meets
1888,Darian,Wall,05-May-20,25-Jul-23,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,26-12-1947,Fully Meets
1889,Kaleb,Cole,23-Nov-20,,Production Technician I,Kelsey Thompson,kaleb.cole@bilearner.com,14-02-1957,Fully Meets
1890,Anthony,Terrell,28-Mar-22,,Production Technician I,Cole Johns,anthony.terrell@bilearner.com,24-05-1968,Fully Meets
1891,William,Douglas,25-Mar-20,,Production Technician I,Wendy Elliott,william.douglas@bilearner.com,24-06-1946,Fully Meets
1892,Saniya,Buck,07-Aug-18,,Production Technician II,Nicholas Anderson,saniya.buck@bilearner.com,30-05-1986,Fully Meets
1893,Kristopher,Owen,11-Feb-20,,Production Technician II,Darryl Scott,kristopher.owen@bilearner.com,28-01-1976,Fully Meets
1894,Hadley,Tapia,01-Jan-23,,Production Technician II,Clayton Wilson,hadley.tapia@bilearner.com,23-05-1959,Fully Meets
1895,Lillie,Bush,07-Dec-22,,Production Technician II,Phillip Fernandez,lillie.bush@bilearner.com,25-01-1989,Fully Meets
1896,Lamont,Cook,13-Mar-23,,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,18-11-1951,Fully Meets
1897,Danna,Rollins,14-Nov-21,,Production Technician II,Lauren Wilson,danna.rollins@bilearner.com,20-07-1948,Fully Meets
1898,Shaun,Velazquez,05-Jun-19,20-Oct-20,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,14-01-1997,Fully Meets
1899,Kolton,Duarte,12-Dec-20,28-May-23,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,06-09-1982,Fully Meets
1900,Jonas,Braun,06-Apr-20,,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,22-03-1960,Fully Meets
1901,Meadow,Howe,30-Jan-23,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,09-08-1959,Fully Meets
1902,Sarahi,Raymond,08-Sep-20,19-Sep-22,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,11-02-1952,Fully Meets
1903,Taylor,Wiggins,14-Dec-20,07-Dec-21,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,11-04-1960,Fully Meets
1904,Ezra,Zhang,07-Nov-22,,Production Technician I,Brenda Rodriguez,ezra.zhang@bilearner.com,11-10-1982,Fully Meets
1905,Sonia,Chung,06-Apr-22,,Production Technician I,Sean Moon,sonia.chung@bilearner.com,10-03-1972,Fully Meets
1906,Bryce,Mills,22-Feb-21,,Production Technician I,Holly Hudson,bryce.mills@bilearner.com,03-08-1947,Fully Meets
1907,Wade,Wiggins,16-May-22,,Production Technician I,Charles Allen,wade.wiggins@bilearner.com,04-11-1988,Fully Meets
1908,Selina,Gonzalez,18-Jan-20,,Production Technician I,Bonnie Hardin,selina.gonzalez@bilearner.com,19-05-1942,Fully Meets
1909,Tyree,Parsons,21-Oct-21,,Production Technician I,Heather Michael,tyree.parsons@bilearner.com,15-10-1961,Fully Meets
1910,Adrian,Murray,05-Jan-19,,Production Technician I,Jose Gomez,adrian.murray@bilearner.com,07-11-1942,Fully Meets
1911,Kael,Fisher,24-Jan-21,27-Jan-22,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,12-06-1991,Fully Meets
1912,Erica,French,06-Mar-20,06-Mar-21,Production Technician II,Brett Sims,erica.french@bilearner.com,16-10-1987,Fully Meets
1913,Damaris,Oneal,19-Nov-22,15-Feb-23,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,26-07-1972,Fully Meets
1914,Rebecca,Craig,15-Mar-19,02-Oct-19,Production Technician II,Deanna Freeman,rebecca.craig@bilearner.com,04-04-1981,Fully Meets
1915,Carley,Waters,11-May-23,05-Jul-23,Production Technician II,Mary Todd,carley.waters@bilearner.com,23-07-1946,Fully Meets
1916,Kadyn,Harrison,05-Feb-22,07-Feb-23,Production Technician II,Kevin Perkins,kadyn.harrison@bilearner.com,25-09-1963,Fully Meets
1917,Megan,Huang,29-May-19,,Production Technician I,Joseph Bryant,megan.huang@bilearner.com,03-11-1960,Fully Meets
1918,Callum,Blair,09-Jan-23,14-Mar-23,Production Technician I,Kayla Shelton,callum.blair@bilearner.com,12-09-1990,Fully Meets
1919,Emilie,Donaldson,01-May-22,21-Nov-22,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,15-08-1990,Fully Meets
1920,Darius,Duke,26-Jan-21,06-Aug-21,Production Technician I,Mary Morgan,darius.duke@bilearner.com,03-08-1948,Fully Meets
1921,Kenya,Decker,06-Sep-21,02-Jul-23,Production Technician I,Danny Howard,kenya.decker@bilearner.com,27-07-1994,Fully Meets
1922,Tyrese,Sloan,29-Jul-20,,Production Technician I,Lisa Morrison,tyrese.sloan@bilearner.com,11-02-1958,Fully Meets
1923,Giana,Roach,31-Mar-23,30-Apr-23,Production Technician I,John Adams,giana.roach@bilearner.com,05-11-1966,Fully Meets
